mm,mdd,dd,hr,Temp,VPD,"Wind speed",Precip,P,O3,LAI,HD,R,PAR
3,30,90,13,9.92,0.36482,2.19,0,99.74,45.264,0.000819,168.17,655.28,1347.58332
3,30,90,14,10.44,0.3741,2.21,0,99.72,46.582,0.000819,151.83,593.76,1221.06744
3,30,90,15,9.85,0.29081,2.23,0,99.67,47.755,0.000819,135.5,492.41,1012.641165
3,30,90,16,10.59,0.3344,2.1,0,99.69,48.153,0.000819,79.21,357.58,735.36327
3,30,90,17,10.22,0.28587,1.96,0,99.68,47.794,0.000819,22.91,198.01,407.207565
3,30,90,18,6.46,0,1.75,0.003,99.66,46.563,0.000819,-33.38,31.69,65.170485
3,30,90,19,8.72,0.18052,1.67,0.003,99.67,45.536,0.000819,-41.62,0,0
3,30,90,20,7.59,0.12758,1.59,0.003,99.66,44.093,0.000819,-49.86,0,0
3,30,90,21,5.39,0.01336,1.51,0.003,99.59,42.189,0.000819,-58.1,0,0
3,30,90,22,6.11,0.0788,1.51,0.003,99.64,40.414,0.000819,-58.47,0,0
3,30,90,23,5.75,0.0757,1.51,0.003,99.62,38.765,0.000819,-58.83,0,0
3,31,91,0,4.81,0.038,1.52,0,99.48,36.908,0.00104,-59.2,0,0
3,31,91,1,5.21,0.07708,1.52,0,99.57,35.386,0.00104,-59.77,0,0
3,31,91,2,5.01,0.08101,1.52,0,99.53,34.97,0.00104,-60.33,0,0
3,31,91,3,4.62,0.07311,1.52,0.017,99.49,35.038,0.00104,-60.9,0,0
3,31,91,4,4.75,0.07818,1.5,0.017,99.48,35.654,0.00104,-57.53,0,0
3,31,91,5,4.68,0.07186,1.48,0.017,99.49,36.258,0.00104,-54.17,0,0
3,31,91,6,8.05,0.2929,1.46,0.04,99.62,36.441,0.00104,-50.8,8.14,16.73991
3,31,91,7,5.75,0.05731,1.49,0.04,99.52,37.7,0.00104,-23.97,142.92,293.91498
3,31,91,8,6.89,0.06229,1.52,0.04,99.56,39.343,0.00104,2.87,282.65,581.269725
3,31,91,9,9.2,0.16641,1.51,0.09,99.69,40.493,0.00104,29.7,390.39,802.837035
3,31,91,10,8.43,0.09695,1.52,0.09,99.64,40.734,0.00104,28.23,480.82,988.80633
3,31,91,11,8.81,0.11596,1.54,0.09,99.66,40.778,0.00104,26.77,539.1,1108.65915
3,31,91,12,10.17,0.21525,1.56,0.133,99.69,40.768,0.00104,25.3,593.3,1220.12145
3,31,91,13,9.52,0.14419,1.56,0.133,99.69,40.729,0.00104,17.77,577.69,1188.019485
3,31,91,14,9.85,0.15251,1.57,0.133,99.69,40.714,0.00104,10.23,523.75,1077.091875
3,31,91,15,9.06,0.07003,1.58,0.047,99.75,40.511,0.00104,2.7,483.2,993.7008
3,31,91,16,9.79,0.15169,1.46,0.047,99.7,39.609,0.00104,-7.67,352.34,724.58721
3,31,91,17,9.42,0.14642,1.32,0.047,99.72,38.244,0.00104,-18.03,197.41,405.973665
3,31,91,18,5.98,0,1.16,0,99.83,36.396,0.00104,-28.4,35.93,73.890045
3,31,91,19,8.03,0.11401,1.09,0,99.77,35.154,0.00104,-30.1,0,0
3,31,91,20,7,0.08973,1.01,0,99.79,33.823,0.00104,-31.8,0,0
3,31,91,21,4.81,0.00412,0.92,0,99.82,32.157,0.00104,-33.5,0,0
3,31,91,22,5.59,0.06869,0.88,0,99.83,30.769,0.00104,-31.33,0,0
3,31,91,23,5.2,0.06136,0.85,0,99.82,29.536,0.00104,-29.17,0,0
4,1,92,0,5.15,0.07778,0.81,0,99.64,28.402,0.00136,-27,0,0
4,1,92,1,4.94,0.04941,0.77,0,99.78,27.306,0.00136,-26.7,0,0
4,1,92,2,5.05,0.04422,0.73,0,99.72,26.222,0.00136,-26.4,0,0
4,1,92,3,5.3,0.05011,0.69,0.01,99.62,25.113,0.00136,-26.1,0,0
4,1,92,4,5.2,0.04305,0.68,0.01,99.64,24.598,0.00136,-24.77,0,0
4,1,92,5,5.25,0.04515,0.69,0.01,99.63,24.124,0.00136,-23.43,0,0
4,1,92,6,8.41,0.26209,0.69,0.013,99.52,23.655,0.00136,-22.1,13.52,27.80388
4,1,92,7,6.35,0.03154,1.04,0.013,99.6,29.329,0.00136,-5.7,172.37,354.478905
4,1,92,8,7.38,0.05895,1.21,0.013,99.56,32.562,0.00136,10.7,334.08,687.03552
4,1,92,9,10.3,0.24731,1.33,0.037,99.36,34,0.00136,27.1,458.79,943.501635
4,1,92,10,9.05,0.11469,1.47,0.037,99.48,35.593,0.00136,33.63,562.97,1157.747805
4,1,92,11,9.68,0.13824,1.61,0.037,99.43,38.202,0.00136,40.17,630.32,1296.25308
4,1,92,12,10.13,0.15313,1.76,0.063,99.09,41.069,0.00136,46.7,655.01,1347.028065
4,1,92,13,10.27,0.1886,1.85,0.063,99.3,43.061,0.00136,40.7,637.41,1310.833665
4,1,92,14,10.21,0.21124,1.94,0.063,99.21,44.012,0.00136,34.7,578.43,1189.541295
4,1,92,15,9.44,0.17825,2.04,0.067,98.84,44.27,0.00136,28.7,496.08,1020.18852
4,1,92,16,9.92,0.19856,1.98,0.067,99.03,44.262,0.00136,6.7,363.09,746.694585
4,1,92,17,9.69,0.16695,1.9,0.067,98.95,44.563,0.00136,-15.3,206.23,424.111995
4,1,92,18,8.36,0.05658,1.81,0.05,98.7,44.822,0.00136,-37.3,20.81,42.795765
4,1,92,19,9.09,0.11915,1.83,0.05,98.81,44.901,0.00136,-40.57,0,0
4,1,92,20,8.73,0.09883,1.86,0.05,98.76,43.758,0.00136,-43.83,0,0
4,1,92,21,8.22,0.06969,1.89,0.04,98.5,41.423,0.00136,-47.1,0,0
4,1,92,22,8.33,0.08189,1.94,0.04,98.66,39.039,0.00136,-41.47,0,0
4,1,92,23,8.28,0.08493,2,0.04,98.59,37.831,0.00136,-35.83,0,0
4,2,93,0,6.13,0,2.09,0.173,98.5,37.412,0.00155,-30.2,0,0
4,2,93,1,7.52,0.08744,2.09,0.173,98.5,37.213,0.00155,-30.2,0,0
4,2,93,2,6.83,0.08978,2.1,0.173,98.5,38.394,0.00155,-30.2,0,0
4,2,93,3,3.97,0,2.11,0.057,98.54,41.364,0.00155,-30.2,0,0
4,2,93,4,5.41,0.09539,2.16,0.057,98.51,44.415,0.00155,-36.8,0,0
4,2,93,5,4.69,0.09889,2.21,0.057,98.52,45.223,0.00155,-43.4,0,0
4,2,93,6,5.41,0.18972,2.27,0.05,98.73,43.917,0.00155,-50,18.61,38.271465
4,2,93,7,4.43,0.11648,2.3,0.05,98.58,42.747,0.00155,-18.67,182.08,374.44752
4,2,93,8,4.91,0.1318,2.32,0.05,98.65,42.267,0.00155,12.67,344.93,709.348545
4,2,93,9,6.67,0.2313,2.33,0.133,98.88,41.381,0.00155,44,477.23,981.423495
4,2,93,10,5.82,0.16695,2.39,0.133,98.76,40.293,0.00155,64,584.11,1201.222215
4,2,93,11,6.24,0.18516,2.45,0.133,98.81,39.667,0.00155,84,652.7,1342.27755
4,2,93,12,6.55,0.19508,2.5,0.373,99.1,39.822,0.00155,104,583.94,1200.87261
4,2,93,13,6.61,0.19665,2.35,0.373,98.93,39.965,0.00155,86.8,568.74,1169.61381
4,2,93,14,6.57,0.19008,2.22,0.373,99,39.456,0.00155,69.6,516.22,1061.60643
4,2,93,15,5.45,0.11154,2.1,0.127,99.38,38.069,0.00155,52.4,499.17,1026.543105
4,2,93,16,6.16,0.18649,1.92,0.127,99.16,36.242,0.00155,24.43,367.15,755.043975
4,2,93,17,5.79,0.18771,1.72,0.127,99.26,34.374,0.00155,-3.53,210.52,432.93438
4,2,93,18,4.31,0.11834,1.46,0.017,99.65,32.404,0.00155,-31.5,28.63,58.877595
4,2,93,19,5.05,0.15089,1.38,0.017,99.44,31.452,0.00155,-26.97,0,0
4,2,93,20,4.67,0.11574,1.31,0.017,99.53,30.931,0.00155,-22.43,0,0
4,2,93,21,2.23,0,1.25,0.003,99.83,30.822,0.00155,-17.9,0,0
4,2,93,22,3.6,0.08243,1.18,0.003,99.69,30.639,0.00155,-22.27,0,0
4,2,93,23,2.91,0.08322,1.11,0.003,99.75,30.056,0.00155,-26.63,0,0
4,3,94,0,1,0.02373,1.03,0.007,100.13,28.556,0.0017,-31,0,0
4,3,94,1,1.79,0.07043,0.97,0.007,99.9,26.82,0.0017,-31.07,0,0
4,3,94,2,1.38,0.05871,0.9,0.007,100,25.326,0.0017,-31.13,0,0
4,3,94,3,1.13,0.0591,0.83,0,100.05,24.029,0.0017,-31.2,0,0
4,3,94,4,1.05,0.05075,0.64,0,100.11,22.226,0.0017,-24.83,0,0
4,3,94,5,1.09,0.04829,0.53,0,100.09,20.619,0.0017,-18.47,0,0
4,3,94,6,4.61,0.23163,0.53,0.043,100.13,20.414,0.0017,-12.1,22.59,46.456335
4,3,94,7,2.28,0.04892,0.72,0.043,100.07,28.676,0.0017,0.33,183.77,377.923005
4,3,94,8,3.44,0.08373,0.71,0.043,100.09,32.359,0.0017,12.77,343.3,705.99645
4,3,94,9,5.71,0.19367,0.68,0.177,99.96,34.127,0.0017,25.2,126.82,260.80533
4,3,94,10,4.99,0.11686,0.74,0.177,100.09,35.307,0.0017,27.03,154.76,318.26394
4,3,94,11,5.36,0.11041,0.87,0.177,100.04,35.73,0.0017,28.87,172.79,355.342635
4,3,94,12,6.11,0.13552,1.04,0.33,99.56,35.408,0.0017,30.7,448.44,922.21686
4,3,94,13,5.88,0.09418,1.18,0.33,99.87,34.893,0.0017,22.67,436.21,897.065865
4,3,94,14,6.01,0.082,1.33,0.33,99.74,35.461,0.0017,14.63,396.29,814.970385
4,3,94,15,7.08,0.13735,1.49,0.987,99.16,37.872,0.0017,6.6,141.08,290.13102
4,3,94,16,6.47,0.06274,1.39,0.987,99.47,40.95,0.0017,-6.17,103.94,213.75261
4,3,94,17,6.79,0.06236,1.4,0.987,99.34,42.141,0.0017,-18.93,60.26,123.92469
4,3,94,18,7.68,0.10554,1.53,0,99.02,40.066,0.0017,-31.7,22.36,45.98334
4,3,94,19,7.29,0.06698,1.79,0,99.13,41.437,0.0017,-43.13,0,0
4,3,94,20,7.49,0.07368,2.07,0,99.08,44.822,0.0017,-54.57,0,0
4,3,94,21,7.05,0.03893,2.36,0,98.77,45.975,0.0017,-66,0,0
4,3,94,22,7.49,0.08332,2.42,0,98.96,46.49,0.0017,-71.37,0,0
4,3,94,23,7.28,0.08452,2.5,0,98.88,47.465,0.0017,-76.73,0,0
4,4,95,0,6.68,0.06039,2.61,0.01,98.66,48.772,0.00172,-82.1,0,0
4,4,95,1,6.94,0.08315,2.59,0.01,98.75,49.796,0.00172,-79.57,0,0
4,4,95,2,6.81,0.08103,2.58,0.01,98.71,50.273,0.00172,-77.03,0,0
4,4,95,3,7.05,0.10428,2.56,0.11,98.61,50.223,0.00172,-74.5,0,0
4,4,95,4,6.81,0.07677,2.56,0.11,98.65,49.878,0.00172,-69.6,0,0
4,4,95,5,6.93,0.07494,2.57,0.11,98.63,49.526,0.00172,-64.7,0,0
4,4,95,6,8.06,0.14387,2.57,0.083,98.76,49.304,0.00172,-59.8,17.56,36.11214
4,4,95,7,7.37,0.07286,2.51,0.083,98.64,48.131,0.00172,-46.93,117.98,242.62587
4,4,95,8,7.71,0.07388,2.44,0.083,98.69,46.347,0.00172,-34.07,215.79,443.772135
4,4,95,9,10.68,0.28474,2.38,0.017,98.88,45.224,0.00172,-21.2,454.05,933.753825
4,4,95,10,8.92,0.08568,2.4,0.017,98.79,44.619,0.00172,-1.63,552.6,1136.4219
4,4,95,11,9.8,0.10109,2.41,0.017,98.83,44.013,0.00172,17.93,615.72,1266.22818
4,4,95,12,10.11,0.07219,2.41,0.053,98.98,43.392,0.00172,37.5,612.42,1259.44173
4,4,95,13,10.48,0.1181,2.32,0.053,98.9,42.671,0.00172,28.13,596.25,1226.188125
4,4,95,14,10.29,0.1157,2.23,0.053,98.94,41.855,0.00172,18.77,541.87,1114.355655
4,4,95,15,9.43,0.05763,2.13,0.077,99.11,40.843,0.00172,9.4,415.2,853.8588
4,4,95,16,9.87,0.10364,1.9,0.077,99.01,39.233,0.00172,0.53,307.5,632.37375
4,4,95,17,9.64,0.09596,1.68,0.077,99.05,37.142,0.00172,-8.33,180.08,370.33452
4,4,95,18,7.97,0,1.46,0.023,99.49,34.803,0.00172,-17.2,36.02,74.07513
4,4,95,19,8.91,0.08426,1.22,0.023,99.19,32.608,0.00172,-16.53,0,0
4,4,95,20,8.42,0.0804,1.03,0.023,99.32,30.624,0.00172,-15.87,0,0
4,4,95,21,5.38,0,0.89,0,99.75,29.039,0.00172,-15.2,0,0
4,4,95,22,7.08,0.06396,0.72,0,99.55,27.71,0.00172,-13.9,0,0
4,4,95,23,6.22,0.0533,0.59,0,99.63,26.559,0.00172,-12.6,0,0
4,5,96,0,3.09,0,0.49,0,99.9,24.951,0.00172,-11.3,0,0
4,5,96,1,4.6,0.02188,0.24,0,99.78,20.292,0.00172,-7.6,0,0
4,5,96,2,3.84,0.00174,0.09,0,99.83,12.29,0.00172,-3.9,0,0
4,5,96,3,2.13,0,0.14,0,100.06,16.554,0.00172,-0.2,0,0
4,5,96,4,2.76,0,0.09,0,99.94,12.088,0.00172,-0.17,0,0
4,5,96,5,2.44,0,0.06,0,99.99,9.447,0.00172,-0.13,0,0
4,5,96,6,6.37,0.15795,0.07,0,100.26,9.702,0.00172,-0.1,15.79,32.472135
4,5,96,7,3.53,0,0.38,0,100.1,30.993,0.00172,9.23,93.57,192.426705
4,5,96,8,4.94,0.01724,0.5,0,100.17,32.851,0.00172,18.57,169.03,347.610195
4,5,96,9,9.13,0.28723,0.61,0.013,100.3,33.32,0.00172,27.9,474.05,974.883825
4,5,96,10,7.29,0.11948,0.63,0.013,100.27,34.086,0.00172,39.9,575.71,1183.947615
4,5,96,11,8.21,0.1578,0.66,0.013,100.28,34.893,0.00172,51.9,640.87,1317.949155
4,5,96,12,10.62,0.32424,0.7,0.04,100.31,35.601,0.00172,63.9,602.91,1239.884415
4,5,96,13,9.63,0.20579,0.79,0.04,100.3,35.917,0.00172,56.43,586.81,1206.774765
4,5,96,14,10.12,0.21256,0.88,0.04,100.31,36.246,0.00172,48.97,533.46,1097.06049
4,5,96,15,10.14,0.18116,0.97,0.073,100.27,36.46,0.00172,41.5,445.32,915.80058
4,5,96,16,10.46,0.18669,0.97,0.073,100.3,35.92,0.00172,23.23,330.41,679.488165
4,5,96,17,10.3,0.15367,0.99,0.073,100.29,34.711,0.00172,4.97,194.89,400.791285
4,5,96,18,7.95,0,0.98,0.01,100.41,33.077,0.00172,-13.3,54.35,111.770775
4,5,96,19,9.4,0.09439,0.9,0.01,100.3,32.2,0.00172,-15.43,0,0
4,5,96,20,8.67,0.06852,0.8,0.01,100.35,30.968,0.00172,-17.57,0,0
4,5,96,21,7.69,0.04223,0.66,0,100.4,28.473,0.00172,-19.7,0,0
4,5,96,22,7.86,0.05993,0.72,0,100.41,28.222,0.00172,-20.93,0,0
4,5,96,23,7.78,0.05801,0.78,0,100.4,28.255,0.00172,-22.17,0,0
4,6,97,0,8.13,0.08693,0.84,0,100.48,28.524,0.00206,-23.4,0,0
4,6,97,1,7.83,0.05163,0.81,0,100.42,28.188,0.00206,-21.13,0,0
4,6,97,2,7.98,0.04841,0.77,0,100.44,27.67,0.00206,-18.87,0,0
4,6,97,3,8.66,0.08607,0.74,0.017,100.46,26.937,0.00206,-16.6,0,0
4,6,97,4,8.31,0.0471,0.8,0.017,100.48,26.712,0.00206,-16.6,0,0
4,6,97,5,8.49,0.05028,0.86,0.017,100.47,26.141,0.00206,-16.6,0,0
4,6,97,6,8.85,0.06773,0.91,0.03,100.6,25.68,0.00206,-16.6,23.17,47.649105
4,6,97,7,8.71,0.05465,0.88,0.03,100.49,27.849,0.00206,-9.73,121.62,250.11153
4,6,97,8,8.77,0.05735,0.86,0.03,100.54,30.587,0.00206,-2.87,216.57,445.376205
4,6,97,9,10.98,0.24095,0.83,0.093,100.59,32.607,0.00206,4,210.97,433.859805
4,6,97,10,9.56,0.06911,0.89,0.093,100.6,35.161,0.00206,9.53,255.56,525.55914
4,6,97,11,10.27,0.07811,0.94,0.093,100.59,37.805,0.00206,15.07,284.13,584.313345
4,6,97,12,12.19,0.20157,0.99,0.443,100.58,39.354,0.00206,20.6,449.39,924.170535
4,6,97,13,11.38,0.09621,1.03,0.443,100.59,40.413,0.00206,14.37,437.34,899.38971
4,6,97,14,11.79,0.1018,1.08,0.443,100.58,41.073,0.00206,8.13,397.78,818.03457
4,6,97,15,11.81,0.0723,1.12,0.043,100.51,41.564,0.00206,1.9,503.86,1036.18809
4,6,97,16,12.07,0.11038,1.03,0.043,100.56,41.386,0.00206,-2.63,374.97,771.125805
4,6,97,17,11.94,0.11417,0.93,0.043,100.54,40.743,0.00206,-7.17,223.13,458.866845
4,6,97,18,9.54,0,0.81,0.05,100.62,39.297,0.00206,-11.7,40.83,83.966895
4,6,97,19,11.04,0.09016,0.77,0.05,100.53,38.458,0.00206,-13.87,0,0
4,6,97,20,10.29,0.07188,0.73,0.05,100.57,37.157,0.00206,-16.03,0,0
4,6,97,21,7.4,0,0.68,0,100.48,35.151,0.00206,-18.2,0,0
4,6,97,22,8.84,0.05591,0.63,0,100.59,32.923,0.00206,-18.1,0,0
4,6,97,23,8.13,0.04768,0.58,0,100.54,30.601,0.00206,-18,0,0
4,7,98,0,8.04,0.09086,0.53,0,100.36,28.319,0.00228,-17.9,0,0
4,7,98,1,7.62,0.04827,0.61,0,100.45,28.689,0.00228,-19.93,0,0
4,7,98,2,7.84,0.05779,0.68,0,100.41,29.154,0.00228,-21.97,0,0
4,7,98,3,7.5,0.03019,0.74,0,100.34,29.776,0.00228,-24,0,0
4,7,98,4,7.86,0.06974,0.77,0,100.36,30.226,0.00228,-22.93,0,0
4,7,98,5,7.68,0.07224,0.81,0,100.35,30.285,0.00228,-21.87,0,0
4,7,98,6,9.47,0.22532,0.83,0,100.38,29.873,0.00228,-20.8,11.34,23.32071
4,7,98,7,8.15,0.06985,0.97,0,100.35,30.198,0.00228,-6.2,53.28,109.57032
4,7,98,8,8.81,0.08479,1.04,0,100.36,29.152,0.00228,8.4,93.47,192.221055
4,7,98,9,11.65,0.29171,1.06,0,100.33,27.229,0.00228,23,128.02,263.27313
4,7,98,10,10.2,0.16639,1.17,0,100.37,30.302,0.00228,32.6,154.65,318.037725
4,7,98,11,10.93,0.23827,1.28,0,100.35,31.575,0.00228,42.2,171.7,353.10105
4,7,98,12,11.43,0.29777,1.4,0,100.27,33.018,0.00228,51.8,178.07,366.200955
4,7,98,13,11.58,0.33315,1.37,0,100.32,35.001,0.00228,42.2,173.27,356.329755
4,7,98,14,11.51,0.34992,1.35,0,100.3,37.296,0.00228,32.6,157.7,324.31005
4,7,98,15,10.05,0.24811,1.34,0,100.23,39.112,0.00228,23,132.36,272.19834
4,7,98,16,10.97,0.35064,1.26,0,100.26,39.503,0.00228,8.93,98.86,203.30559
4,7,98,17,10.51,0.33124,1.15,0,100.25,38.406,0.00228,-5.13,59.39,122.135535
4,7,98,18,7.7,0.13249,0.98,0,100.36,35.865,0.00228,-19.2,17.17,35.310105
4,7,98,19,9.26,0.27494,0.9,0,100.26,33.528,0.00228,-20.13,0,0
4,7,98,20,8.47,0.23985,0.79,0,100.3,30.821,0.00228,-21.07,0,0
4,7,98,21,6.26,0.11549,0.66,0,100.38,27.092,0.00228,-22,0,0
4,7,98,22,7.22,0.19284,0.63,0,100.36,24.49,0.00228,-21.07,0,0
4,7,98,23,6.74,0.17317,0.61,0,100.37,22.488,0.00228,-20.13,0,0
4,8,99,0,3.27,0,0.6,0,100.39,21.266,0.00257,-19.2,0,0
4,8,99,1,5.26,0.09738,0.53,0,100.38,19.875,0.00257,-16.87,0,0
4,8,99,2,4.27,0.05025,0.46,0,100.39,18.667,0.00257,-14.53,0,0
4,8,99,3,2.58,0,0.39,0,100.5,17.231,0.00257,-12.2,0,0
4,8,99,4,3.03,0.00486,0.36,0,100.41,16.588,0.00257,-11.1,0,0
4,8,99,5,2.8,0,0.34,0,100.45,15.967,0.00257,-10,0,0
4,8,99,6,9.04,0.39521,0.31,0,100.6,15.131,0.00257,-8.9,51.17,105.231105
4,8,99,7,4.72,0,0.65,0,100.52,26.69,0.00257,13.03,219.28,450.94932
4,8,99,8,6.88,0.04092,0.58,0,100.56,31.396,0.00257,34.97,379.64,780.72966
4,8,99,9,12.16,0.40973,0.52,0.07,100.66,33.33,0.00257,56.9,508.57,1045.874205
4,8,99,10,10.07,0.2121,0.7,0.07,100.61,37.144,0.00257,67,613.07,1260.778455
4,8,99,11,11.11,0.29072,0.88,0.07,100.63,39.53,0.00257,77.1,679.78,1397.96757
4,8,99,12,12.93,0.45211,1.06,0.02,100.74,39.017,0.00257,87.2,702.98,1445.67837
4,8,99,13,12.41,0.41624,1.08,0.02,100.68,40.419,0.00257,87.97,684.14,1406.93391
4,8,99,14,12.67,0.45514,1.1,0.02,100.7,40.103,0.00257,88.73,622.85,1280.891025
4,8,99,15,11.52,0.36083,1.13,0,100.76,41.354,0.00257,89.5,512.47,1053.894555
4,8,99,16,12.46,0.47569,1.15,0,100.74,40.529,0.00257,56.93,383.88,789.44922
4,8,99,17,11.99,0.45677,1.17,0,100.75,41.171,0.00257,24.37,232.35,477.827775
4,8,99,18,6.81,0.05555,1.14,0,100.92,40.442,0.00257,-8.2,72.83,149.774895
4,8,99,19,9.94,0.32675,1.01,0,100.8,40.201,0.00257,-12.32,0,0
4,8,99,20,8.37,0.23955,0.86,0,100.85,38.847,0.00257,-16.45,0,0
4,8,99,21,4.21,0.01366,0.61,0,101.04,34.279,0.00257,-20.57,0,0
4,8,99,22,5.93,0.14645,0.66,0,100.95,33.133,0.00257,-22.36,0,0
4,8,99,23,5.07,0.11609,0.7,0,100.99,31.858,0.00257,-24.15,0,0
4,9,100,0,3.33,0.03822,0.75,0,101.03,30.734,0.00277,-25.94,0,0
4,9,100,1,3.92,0.07918,0.82,0,101.04,30.521,0.00277,-25.61,0,0
4,9,100,2,3.62,0.07005,0.89,0,101.03,30.825,0.00277,-25.29,0,0
4,9,100,3,3.01,0.0433,0.95,0,101.04,31.47,0.00277,-24.96,0,0
4,9,100,4,3.22,0.06082,0.97,0,101.03,32.259,0.00277,-24.11,0,0
4,9,100,5,3.12,0.06098,0.98,0,101.04,33.184,0.00277,-23.25,0,0
4,9,100,6,5.26,0.19155,1,0,101.04,34.152,0.00277,-22.4,14.21,29.222865
4,9,100,7,3.76,0.09454,1.22,0,101.04,37.975,0.00277,28.53,56.23,115.636995
4,9,100,8,4.51,0.13785,1.27,0,101.04,39.94,0.00277,79.47,96.21,197.855865
4,9,100,9,9.6,0.49519,1.3,0,100.98,41.105,0.00277,130.4,130.55,268.476075
4,9,100,10,6.71,0.22911,1.4,0,101.03,41.984,0.00277,157.8,156.99,322.849935
4,9,100,11,8.16,0.28229,1.5,0,101.01,43.228,0.00277,185.2,173.88,357.58422
4,9,100,12,13.51,0.70486,1.6,0,100.77,42.329,0.00277,212.6,697.08,1433.54502
4,9,100,13,10.92,0.38615,1.66,0,100.93,45.447,0.00277,182.57,678,1394.307
4,9,100,14,12.23,0.4349,1.71,0,100.86,45.486,0.00277,152.53,617.7,1270.30005
4,9,100,15,11.76,0.32179,1.77,0,100.7,45.397,0.00277,122.5,522.58,1074.68577
4,9,100,16,12.93,0.44872,1.83,0,100.75,43.314,0.00277,78.03,392.58,807.34077
4,9,100,17,12.35,0.40788,1.87,0,100.73,43.508,0.00277,33.56,239.63,492.799095
4,9,100,18,7.17,0,1.9,0.003,100.73,43.198,0.00277,-10.91,77.96,160.32474
4,9,100,19,10.23,0.27988,1.78,0.003,100.71,42.673,0.00277,-20.81,0,0
4,9,100,20,8.7,0.20412,1.64,0.003,100.72,41.981,0.00277,-30.71,0,0
4,9,100,21,5.2,0.01369,1.5,0.007,100.66,41.256,0.00277,-40.61,0,0
4,9,100,22,6.52,0.12308,1.46,0.007,100.71,40.63,0.00277,-38.71,0,0
4,9,100,23,5.86,0.10497,1.42,0.007,100.69,39.44,0.00277,-36.8,0,0
4,10,101,0,5.11,0.08379,1.39,0.013,100.55,37.923,0.00295,-34.9,0,0
4,10,101,1,5.18,0.08499,1.43,0.013,100.64,36.728,0.00295,-36.07,0,0
4,10,101,2,5.15,0.08095,1.48,0.013,100.6,35.656,0.00295,-37.23,0,0
4,10,101,3,5.37,0.09258,1.52,0.01,100.54,34.607,0.00295,-38.4,0,0
4,10,101,4,5.2,0.07904,1.47,0.01,100.55,33.564,0.00295,-37.53,0,0
4,10,101,5,5.28,0.0817,1.44,0.01,100.54,32.875,0.00295,-36.67,0,0
4,10,101,6,7.16,0.20202,1.42,0.033,100.64,32.649,0.00295,-35.8,46.33,95.277645
4,10,101,7,5.96,0.10718,1.47,0.033,100.56,33.611,0.00295,-16.97,169.76,349.11144
4,10,101,8,6.55,0.13523,1.53,0.033,100.6,36.033,0.00295,1.87,286.57,589.331205
4,10,101,9,9.4,0.33485,1.61,0,100.77,39.229,0.00295,20.7,508.1,1044.90765
4,10,101,10,7.89,0.27021,1.77,0,100.67,42.085,0.00295,86.5,609.74,1253.93031
4,10,101,11,8.64,0.38011,1.92,0,100.71,42.878,0.00295,152.3,674.36,1386.82134
4,10,101,12,8.86,0.4522,2.07,0,100.95,43.071,0.00295,218.1,724.78,1490.51007
4,10,101,13,9.2,0.51438,1.86,0,100.81,42.827,0.00295,199.73,705.4,1450.6551
4,10,101,14,9.02,0.5352,1.67,0,100.87,42.422,0.00295,181.37,642.79,1321.897635
4,10,101,15,7.22,0.437,1.48,0,101.03,41.91,0.00295,163,437.91,900.561915
4,10,101,16,8.31,0.50772,1.42,0,100.97,41.065,0.00295,105.93,330.02,678.68613
4,10,101,17,7.76,0.45853,1.33,0,100.99,39.87,0.00295,48.87,202.93,417.325545
4,10,101,18,4.58,0.23146,1.16,0,101.03,37.576,0.00295,-8.2,77.13,158.617845
4,10,101,19,6.34,0.32067,0.77,0,101.03,35.505,0.00295,-5.47,0,0
4,10,101,20,5.46,0.23311,0.36,0,101.03,31.302,0.00295,-2.73,0,0
4,10,101,21,2.28,0.10478,0.1,0,101.08,25.003,0.00295,0,0,0
4,10,101,22,3.81,0.16477,0.01,0,101.04,2.164,0.00295,-0.93,0,0
4,10,101,23,3.04,0.12983,0.06,0,101.06,7.878,0.00295,-1.87,0,0
4,11,102,0,0.55,0.00693,0.17,0,100.99,15.944,0.0031,-2.8,0,0
4,11,102,1,1.71,0.06057,0.11,0,101.06,11.547,0.0031,-1.93,0,0
4,11,102,2,1.13,0.03236,0.08,0,101.03,8.294,0.0031,-1.07,0,0
4,11,102,3,-0.02,0,0.14,0,100.95,14.204,0.0031,-0.2,0,0
4,11,102,4,0.36,0.01994,0.07,0,100.98,7.155,0.0031,-1.27,0,0
4,11,102,5,0.17,0.01187,0.12,0,100.97,9.655,0.0031,-2.33,0,0
4,11,102,6,6.26,0.3425,0.19,0,100.86,11.63,0.0031,-3.4,68.96,141.81624
4,11,102,7,2.08,0.05159,0.58,0,100.93,26.784,0.0031,27.7,236.82,487.02033
4,11,102,8,4.17,0.14514,0.58,0,100.9,29.038,0.0031,58.8,395.5,813.34575
4,11,102,9,9.73,0.51261,0.6,0,100.86,30.097,0.0031,89.9,133.31,274.152015
4,11,102,10,7.42,0.33437,0.67,0,100.86,31.585,0.0031,94.63,159.59,328.196835
4,11,102,11,8.57,0.41794,0.75,0,100.86,33.488,0.0031,99.37,176.32,362.60208
4,11,102,12,11.17,0.63179,0.82,0,100.75,35.491,0.0031,104.1,331.57,681.873705
4,11,102,13,10.22,0.50655,0.82,0,100.84,37.196,0.0031,95.37,322.53,663.282945
